distance_km,time_of_day,day_of_week,traffic_level,weather,area_type,driver_response_time_mins,available_ambulances_nearby,delay_minutes,delay_risk
4.43,12,0,Low,Clear,Urban,1.8,3,0.8,No Delay
21.21,14,3,Low,Clear,Urban,3.3,0,29.7,Severe Delay
19.24,3,0,High,Clear,Suburban,3.8,3,58.0,Severe Delay
26.45,15,5,Low,Clear,Rural,0.7,4,0.0,No Delay
22.32,11,5,Low,Clear,Urban,2.9,0,33.9,Severe Delay
24.3,3,3,High,Clear,Rural,3.0,1,44.7,Severe Delay
9.18,2,6,Low,Clear,Suburban,0.9,1,3.8,Moderate Delay
6.15,21,1,Medium,Clear,Urban,2.8,4,7.6,Moderate Delay
22.77,16,5,Low,Clear,Urban,3.7,0,32.8,Severe Delay
24.4,21,2,Low,Clear,Urban,0.7,1,13.1,Severe Delay
29.72,17,1,High,Clear,Urban,3.9,0,315.1,Severe Delay
12.97,17,4,Low,Snow,Urban,3.1,3,52.3,Severe Delay
11.79,22,5,Medium,Clear,Urban,4.2,2,19.5,Severe Delay
23.52,16,2,Low,Fog,Urban,1.5,2,38.5,Severe Delay
10.88,11,4,Low,Clear,Rural,4.2,2,0.0,No Delay
27.99,22,1,Low,Snow,Suburban,0.9,1,41.8,Severe Delay
25.89,20,3,Low,Clear,Suburban,2.3,4,0.0,No Delay
13.44,23,4,Low,Clear,Urban,1.4,2,3.9,Moderate Delay
22.78,3,0,Medium,Clear,Rural,4.4,4,8.1,Moderate Delay
22.88,11,3,Medium,Rain,Rural,3.7,2,24.9,Severe Delay
3.99,22,3,Low,Clear,Suburban,0.6,3,0.5,No Delay
27.17,21,1,Medium,Clear,Rural,0.5,2,10.3,Severe Delay
15.65,20,1,High,Clear,Rural,1.8,4,29.9,Severe Delay
24.97,19,2,High,Rain,Suburban,1.1,1,178.1,Severe Delay
10.28,14,2,Medium,Clear,Suburban,3.3,3,11.7,Severe Delay
26.97,22,0,High,Clear,Urban,3.5,4,106.3,Severe Delay
12.29,15,3,Low,Clear,Urban,4.7,0,16.9,Severe Delay
1.31,4,6,Low,Clear,Urban,4.8,2,0.9,No Delay
27.26,20,0,Medium,Fog,Urban,3.5,3,91.8,Severe Delay
3.65,14,0,Medium,Clear,Urban,0.5,1,7.5,Moderate Delay
10.26,16,6,Medium,Clear,Rural,2.1,0,14.4,Severe Delay
28.55,17,6,Medium,Fog,Urban,2.8,2,156.3,Severe Delay
28.57,4,6,High,Rain,Rural,2.7,3,90.2,Severe Delay
17.63,12,1,High,Clear,Suburban,3.2,4,53.9,Severe Delay
19.32,18,0,Medium,Fog,Urban,4.8,2,106.7,Severe Delay
14.0,12,0,Medium,Clear,Urban,4.5,3,22.2,Severe Delay
9.5,17,4,Low,Clear,Urban,1.0,2,11.9,Severe Delay
10.53,13,6,Low,Snow,Rural,1.7,3,11.3,Severe Delay
20.5,3,6,Low,Snow,Rural,4.2,4,19.0,Severe Delay
22.82,3,2,Medium,Clear,Urban,4.2,2,33.5,Severe Delay
23.96,19,2,Low,Clear,Rural,1.7,3,7.6,Moderate Delay
23.9,19,3,High,Clear,Suburban,3.8,0,204.3,Severe Delay
3.64,18,2,Low,Clear,Urban,3.5,1,7.1,Moderate Delay
15.34,12,5,Medium,Clear,Suburban,2.6,3,14.3,Severe Delay
2.67,11,3,Low,Clear,Suburban,1.4,3,0.0,No Delay
16.94,6,6,Low,Snow,Urban,4.5,3,39.1,Severe Delay
13.8,11,4,High,Fog,Suburban,3.6,2,76.2,Severe Delay
26.74,20,2,Medium,Clear,Urban,1.3,1,45.2,Severe Delay
11.18,3,4,High,Clear,Urban,3.7,2,46.0,Severe Delay
4.39,1,2,High,Clear,Urban,3.8,3,17.9,Severe Delay
5.15,1,2,Low,Clear,Rural,4.5,3,0.0,No Delay
23.08,4,4,Low,Clear,Suburban,1.5,1,0.0,No Delay
18.93,22,0,High,Rain,Urban,4.9,0,182.8,Severe Delay
3.93,9,0,High,Clear,Urban,1.2,2,26.5,Severe Delay
3.44,9,0,Medium,Fog,Urban,3.2,0,29.2,Severe Delay
21.33,8,5,Medium,Rain,Suburban,3.5,3,73.8,Severe Delay
3.11,12,0,Medium,Clear,Urban,2.4,3,7.1,Moderate Delay
24.83,6,2,Low,Clear,Rural,2.6,4,0.0,No Delay
21.48,4,6,Medium,Rain,Rural,4.5,4,27.9,Severe Delay
3.36,9,1,High,Snow,Suburban,3.4,0,54.6,Severe Delay
3.46,9,4,Medium,Rain,Urban,2.7,4,14.7,Severe Delay
29.61,5,6,Low,Clear,Urban,1.1,1,13.9,Severe Delay
11.85,18,1,Low,Clear,Urban,0.5,0,38.9,Severe Delay
11.75,20,6,Low,Clear,Suburban,1.1,4,0.7,No Delay
24.57,7,5,Low,Snow,Suburban,4.8,4,75.4,Severe Delay
28.47,0,1,High,Rain,Suburban,3.9,1,131.7,Severe Delay
29.59,16,3,Low,Rain,Urban,4.9,1,30.4,Severe Delay
22.85,6,0,Low,Clear,Rural,0.7,0,5.7,Moderate Delay
11.91,13,5,Low,Rain,Urban,3.6,2,9.5,Moderate Delay
3.42,20,6,Medium,Clear,Urban,0.7,1,3.8,Moderate Delay
23.54,20,2,Medium,Clear,Suburban,4.0,4,22.1,Severe Delay
17.19,16,0,Low,Clear,Urban,2.2,0,28.3,Severe Delay
13.3,8,0,Low,Snow,Suburban,0.9,2,42.4,Severe Delay
27.28,16,1,Low,Rain,Rural,3.1,0,32.4,Severe Delay
4.22,4,3,Medium,Clear,Suburban,1.8,4,6.0,Moderate Delay
15.29,19,0,Low,Fog,Urban,3.5,2,44.6,Severe Delay
1.33,7,6,High,Clear,Urban,3.5,2,9.3,Moderate Delay
14.59,5,6,Medium,Clear,Urban,3.7,1,21.9,Severe Delay
2.63,10,4,Low,Clear,Urban,5.0,3,2.3,No Delay
4.45,18,4,Medium,Clear,Rural,2.2,4,6.1,Moderate Delay
4.41,3,0,Low,Clear,Suburban,2.6,3,1.8,No Delay
19.83,17,1,Medium,Clear,Urban,4.1,4,65.0,Severe Delay
22.64,0,1,Low,Rain,Rural,3.1,0,25.3,Severe Delay
17.92,12,2,Medium,Clear,Suburban,0.7,3,15.7,Severe Delay
28.9,13,5,Medium,Rain,Urban,4.3,2,74.2,Severe Delay
11.87,23,5,High,Clear,Urban,0.7,1,45.7,Severe Delay
9.29,0,5,Low,Rain,Urban,1.3,4,12.5,Severe Delay
26.19,10,3,Low,Rain,Rural,1.0,1,3.1,Moderate Delay
7.48,16,1,Medium,Rain,Suburban,0.9,4,14.7,Severe Delay
28.93,3,2,High,Clear,Rural,0.6,2,58.6,Severe Delay
1.35,11,4,High,Rain,Urban,0.7,2,9.3,Moderate Delay
29.13,9,6,Low,Clear,Rural,2.5,2,3.9,Moderate Delay
2.25,5,5,Low,Fog,Urban,1.6,2,5.6,Moderate Delay
26.84,0,4,Medium,Clear,Rural,1.1,2,11.5,Severe Delay
16.3,6,4,Low,Clear,Rural,3.5,1,0.0,No Delay
29.8,20,0,Low,Clear,Urban,1.5,0,48.4,Severe Delay
3.14,15,3,Low,Rain,Suburban,0.6,3,0.0,No Delay
17.06,23,2,Medium,Clear,Suburban,2.4,1,18.1,Severe Delay
29.11,13,3,High,Snow,Rural,1.9,3,151.6,Severe Delay
16.17,22,0,High,Snow,Urban,1.9,0,227.6,Severe Delay
19.25,19,2,Low,Rain,Urban,2.5,4,46.4,Severe Delay
21.18,19,2,Medium,Clear,Rural,3.5,0,66.0,Severe Delay
14.18,5,1,High,Rain,Suburban,3.3,0,108.7,Severe Delay
19.2,21,3,Low,Clear,Urban,4.7,4,9.2,Moderate Delay
17.95,4,3,Medium,Clear,Rural,2.8,3,6.6,Moderate Delay
27.13,23,1,Medium,Snow,Urban,2.6,2,123.3,Severe Delay
2.32,20,4,Low,Snow,Suburban,1.5,4,3.5,Moderate Delay
9.15,17,0,Medium,Snow,Urban,3.9,4,67.1,Severe Delay
28.56,14,3,Low,Clear,Urban,1.1,0,43.9,Severe Delay
26.82,5,1,Medium,Clear,Urban,2.7,4,41.1,Severe Delay
14.21,18,6,Low,Clear,Urban,2.4,1,17.7,Severe Delay
18.98,0,2,Low,Clear,Suburban,3.5,2,0.3,No Delay
9.04,0,5,Low,Clear,Suburban,4.6,0,8.7,Moderate Delay
6.46,12,6,High,Clear,Urban,4.8,3,26.4,Severe Delay
14.45,2,1,Medium,Rain,Urban,1.3,3,36.4,Severe Delay
11.25,9,5,Medium,Rain,Suburban,1.7,3,37.5,Severe Delay
17.93,20,4,Medium,Rain,Urban,4.2,3,50.6,Severe Delay
3.25,2,0,Medium,Fog,Suburban,2.8,3,8.9,Moderate Delay
29.26,8,5,Low,Clear,Suburban,2.5,0,65.6,Severe Delay
29.6,7,4,Medium,Clear,Rural,3.7,1,39.7,Severe Delay
21.25,2,5,Low,Rain,Suburban,3.2,1,13.3,Severe Delay
16.55,12,2,Low,Clear,Urban,4.9,3,5.7,Moderate Delay
9.98,5,2,Medium,Clear,Rural,3.1,1,0.3,No Delay
24.6,12,2,Low,Clear,Rural,2.6,2,0.0,No Delay
20.86,22,2,Low,Clear,Urban,2.9,1,8.7,Moderate Delay
5.72,19,1,Medium,Rain,Rural,4.1,4,12.1,Severe Delay
27.42,19,2,Medium,Fog,Suburban,3.3,3,117.9,Severe Delay
24.85,11,6,Medium,Snow,Urban,3.4,4,110.4,Severe Delay
28.54,12,2,Medium,Clear,Urban,4.9,4,48.7,Severe Delay
22.05,1,6,Medium,Clear,Suburban,3.3,3,23.4,Severe Delay
18.79,20,1,Medium,Fog,Urban,2.2,0,112.3,Severe Delay
13.13,23,2,Low,Clear,Urban,3.6,1,2.7,No Delay
28.05,22,4,Low,Clear,Urban,3.5,2,11.7,Severe Delay
26.12,15,4,Medium,Snow,Urban,0.6,0,201.9,Severe Delay
2.31,22,3,Low,Rain,Urban,2.6,2,3.6,Moderate Delay
1.76,5,4,High,Snow,Suburban,3.8,3,12.0,Severe Delay
11.92,18,0,High,Clear,Urban,2.7,1,75.0,Severe Delay
24.51,20,0,Low,Clear,Rural,4.0,0,10.8,Severe Delay
29.63,12,0,Low,Fog,Urban,2.5,3,48.6,Severe Delay
5.36,16,1,Low,Clear,Urban,4.9,0,11.1,Severe Delay
18.23,22,4,Low,Rain,Urban,1.8,4,21.9,Severe Delay
12.05,8,6,Low,Clear,Urban,0.9,1,14.7,Severe Delay
29.13,16,0,Medium,Fog,Urban,2.4,1,99.6,Severe Delay
25.42,1,3,High,Rain,Suburban,2.9,3,113.8,Severe Delay
25.31,18,1,Medium,Clear,Suburban,2.1,3,53.8,Severe Delay
14.59,18,3,Low,Clear,Urban,1.6,3,16.3,Severe Delay
13.03,23,4,Low,Rain,Urban,3.5,1,19.1,Severe Delay
8.93,6,2,Medium,Rain,Urban,2.2,4,22.8,Severe Delay
2.63,21,3,High,Clear,Rural,3.3,1,5.0,Moderate Delay
26.08,9,2,High,Fog,Suburban,4.0,3,222.1,Severe Delay
24.57,9,1,High,Clear,Urban,3.9,2,157.5,Severe Delay
29.99,19,3,Medium,Clear,Urban,2.2,4,86.1,Severe Delay
29.9,8,3,Medium,Clear,Rural,3.1,1,40.3,Severe Delay
17.11,16,5,Low,Snow,Urban,2.5,2,43.2,Severe Delay
23.3,14,1,Medium,Clear,Suburban,4.4,4,22.9,Severe Delay
28.4,1,1,Low,Clear,Urban,4.5,1,14.6,Severe Delay
25.64,3,0,Medium,Fog,Suburban,2.0,3,64.2,Severe Delay
8.17,18,4,Medium,Clear,Rural,0.9,1,10.4,Severe Delay
14.07,16,3,Low,Clear,Rural,1.3,4,0.0,No Delay
4.75,4,3,Low,Clear,Suburban,2.2,3,0.1,No Delay
28.67,6,6,Low,Rain,Urban,3.0,0,76.9,Severe Delay
18.58,17,1,Low,Clear,Urban,3.5,2,24.1,Severe Delay
7.63,20,1,Low,Fog,Urban,2.0,3,9.5,Moderate Delay
20.48,21,4,Low,Fog,Rural,3.5,3,9.3,Moderate Delay
18.93,6,1,Low,Rain,Suburban,4.7,4,11.5,Severe Delay
11.39,16,2,Low,Rain,Urban,3.4,4,16.1,Severe Delay
4.29,6,2,High,Clear,Urban,1.2,2,17.1,Severe Delay
20.48,3,5,Low,Clear,Suburban,3.1,4,0.0,No Delay
16.09,7,2,Low,Rain,Rural,2.9,3,15.3,Severe Delay
23.4,12,2,Medium,Snow,Suburban,4.4,2,79.7,Severe Delay
16.08,3,4,High,Clear,Urban,2.1,2,63.5,Severe Delay
25.71,5,3,Medium,Clear,Urban,2.4,1,42.4,Severe Delay
17.01,4,2,Low,Clear,Urban,3.2,3,7.8,Moderate Delay
17.27,11,5,Medium,Clear,Rural,2.9,3,4.5,Moderate Delay
26.42,3,1,Medium,Clear,Rural,3.7,4,9.6,Moderate Delay
12.7,23,2,Medium,Clear,Rural,0.7,3,7.3,Moderate Delay
4.89,8,5,Medium,Clear,Suburban,3.0,4,8.8,Moderate Delay
1.83,3,4,High,Clear,Suburban,1.0,3,5.1,Moderate Delay
22.9,18,6,High,Clear,Suburban,1.9,1,115.0,Severe Delay
18.99,23,6,Medium,Rain,Suburban,3.5,3,33.8,Severe Delay
21.42,13,6,Medium,Fog,Suburban,1.2,1,53.4,Severe Delay
7.18,4,1,Medium,Snow,Urban,1.9,3,31.9,Severe Delay
4.95,17,5,High,Clear,Suburban,3.7,3,24.1,Severe Delay
1.42,9,2,Low,Clear,Urban,3.4,0,1.3,No Delay
11.17,18,3,High,Snow,Urban,0.9,3,146.5,Severe Delay
18.11,11,1,Low,Rain,Rural,3.1,1,0.2,No Delay
12.38,17,1,Medium,Clear,Rural,1.2,2,19.0,Severe Delay
13.69,16,6,High,Clear,Suburban,1.6,1,41.9,Severe Delay
27.22,23,3,Low,Clear,Urban,2.6,3,9.3,Moderate Delay
11.1,10,6,Medium,Clear,Rural,1.0,4,3.6,Moderate Delay
15.91,2,1,Low,Clear,Suburban,5.0,0,16.2,Severe Delay
23.73,22,2,Low,Snow,Urban,1.2,4,54.3,Severe Delay
12.5,16,6,Low,Clear,Suburban,4.0,0,9.5,Moderate Delay
19.04,0,6,Low,Rain,Urban,4.2,0,51.6,Severe Delay
26.01,14,6,Low,Fog,Urban,5.0,4,42.7,Severe Delay
28.54,8,1,High,Rain,Rural,2.4,3,152.2,Severe Delay
5.27,14,2,High,Fog,Urban,4.4,1,38.8,Severe Delay
27.87,23,3,Low,Snow,Urban,4.8,4,63.0,Severe Delay
15.27,2,0,Medium,Clear,Urban,1.3,2,26.0,Severe Delay
8.49,21,3,Low,Snow,Urban,2.7,0,35.8,Severe Delay
14.31,18,2,Low,Rain,Urban,0.8,1,34.6,Severe Delay
29.42,12,4,Low,Clear,Urban,3.3,2,10.4,Severe Delay
15.29,11,6,High,Rain,Urban,3.1,1,89.5,Severe Delay
10.53,19,3,High,Rain,Urban,1.4,3,90.9,Severe Delay
19.37,0,4,Low,Snow,Urban,4.1,2,46.0,Severe Delay
7.96,20,4,Low,Clear,Urban,0.7,4,1.6,No Delay
3.2,16,2,Low,Clear,Suburban,4.1,1,1.0,No Delay
4.74,12,2,Medium,Clear,Suburban,0.6,4,5.5,Moderate Delay
4.71,0,6,Medium,Clear,Urban,3.5,4,8.3,Moderate Delay
5.41,9,0,Low,Clear,Suburban,0.9,1,4.4,Moderate Delay
5.03,14,5,Medium,Clear,Rural,1.6,1,0.0,No Delay
19.59,6,1,Low,Fog,Rural,3.7,0,34.3,Severe Delay
6.27,21,3,High,Clear,Urban,1.8,0,43.6,Severe Delay
11.02,17,2,Medium,Clear,Suburban,2.8,2,24.0,Severe Delay
27.01,15,3,Medium,Clear,Urban,4.6,2,46.0,Severe Delay
14.74,13,5,Medium,Clear,Urban,0.7,2,21.8,Severe Delay
20.36,17,5,High,Clear,Urban,4.1,0,215.7,Severe Delay
6.0,6,6,Low,Clear,Urban,0.8,4,2.7,No Delay
6.58,16,4,Low,Clear,Suburban,1.1,3,0.0,No Delay
2.19,17,6,High,Clear,Suburban,1.0,3,11.5,Severe Delay
5.9,11,1,Low,Clear,Suburban,5.0,1,0.0,No Delay
9.08,7,0,Low,Clear,Urban,1.3,0,27.5,Severe Delay
6.13,21,3,Medium,Clear,Urban,4.5,1,10.1,Severe Delay
3.57,1,1,High,Clear,Urban,5.0,3,17.0,Severe Delay
4.5,6,0,Medium,Clear,Urban,2.2,1,10.5,Severe Delay
14.36,3,3,High,Fog,Rural,3.3,0,100.9,Severe Delay
6.98,17,1,Medium,Rain,Suburban,4.0,0,45.6,Severe Delay
11.56,5,2,Low,Clear,Rural,2.3,0,3.2,Moderate Delay
15.6,8,3,Medium,Clear,Suburban,1.2,3,38.8,Severe Delay
21.02,8,1,Medium,Rain,Urban,2.5,0,164.1,Severe Delay
2.14,13,5,Low,Clear,Urban,4.0,2,0.8,No Delay
24.18,7,0,Low,Fog,Urban,4.0,2,74.6,Severe Delay
19.21,18,1,Low,Snow,Urban,1.5,0,137.6,Severe Delay
3.37,2,2,Medium,Fog,Rural,1.3,2,5.0,Moderate Delay
26.33,17,6,High,Fog,Urban,4.6,0,441.0,Severe Delay
27.71,4,3,Medium,Rain,Urban,0.7,3,75.6,Severe Delay
2.77,13,3,High,Rain,Suburban,3.8,2,10.6,Severe Delay
9.03,3,3,Low,Rain,Rural,0.7,3,2.3,No Delay
24.38,6,2,High,Fog,Urban,4.3,2,172.2,Severe Delay
22.7,19,0,High,Rain,Suburban,4.6,4,161.6,Severe Delay
6.35,11,3,Low,Clear,Urban,1.8,4,4.3,Moderate Delay
7.07,1,0,High,Clear,Suburban,0.8,3,20.2,Severe Delay
11.74,10,1,Low,Fog,Urban,2.7,2,21.5,Severe Delay
15.05,13,5,High,Clear,Urban,1.8,4,60.5,Severe Delay
18.93,21,5,High,Rain,Suburban,2.4,0,146.3,Severe Delay
11.7,22,0,Medium,Snow,Urban,3.5,1,54.7,Severe Delay
14.41,15,0,Medium,Rain,Suburban,1.4,4,26.0,Severe Delay
22.68,19,5,Low,Snow,Rural,2.1,4,41.9,Severe Delay
2.06,5,3,Medium,Rain,Urban,4.0,0,7.8,Moderate Delay
8.32,22,4,Low,Clear,Suburban,3.4,4,2.9,No Delay
21.69,3,4,Medium,Fog,Suburban,2.0,4,54.7,Severe Delay
26.96,14,2,Medium,Clear,Urban,3.5,4,43.5,Severe Delay
15.84,23,6,High,Clear,Suburban,3.9,2,49.3,Severe Delay
16.43,0,5,Low,Clear,Suburban,3.2,4,0.6,No Delay
4.11,6,5,High,Clear,Suburban,1.6,1,11.8,Severe Delay
13.97,11,2,High,Clear,Rural,0.5,2,27.1,Severe Delay
16.45,9,4,Medium,Clear,Suburban,4.1,2,33.8,Severe Delay
8.03,4,1,Low,Rain,Rural,4.2,3,0.0,No Delay
8.81,11,3,Low,Fog,Suburban,3.6,4,9.2,Moderate Delay
11.94,17,3,Low,Clear,Urban,0.8,1,15.9,Severe Delay
1.58,9,1,Medium,Clear,Urban,3.1,1,5.8,Moderate Delay
10.34,5,1,Medium,Rain,Urban,4.2,3,27.5,Severe Delay
7.13,11,4,High,Rain,Suburban,2.3,1,30.0,Severe Delay
10.5,6,2,Low,Snow,Suburban,1.4,2,17.3,Severe Delay
4.47,17,1,Low,Clear,Urban,3.1,0,14.0,Severe Delay
26.83,1,2,Medium,Fog,Urban,4.2,2,91.3,Severe Delay
18.21,9,6,High,Clear,Urban,0.7,0,193.3,Severe Delay
20.69,14,0,High,Rain,Urban,3.2,1,123.9,Severe Delay
23.89,11,3,High,Clear,Suburban,3.4,4,69.3,Severe Delay
15.45,16,4,Medium,Clear,Suburban,3.2,0,36.7,Severe Delay
3.52,3,3,Medium,Clear,Rural,3.4,2,0.0,No Delay
16.58,6,4,High,Clear,Urban,3.3,2,66.5,Severe Delay
18.02,8,0,Medium,Clear,Suburban,1.1,2,35.8,Severe Delay
22.62,18,3,Low,Fog,Suburban,1.6,2,50.2,Severe Delay
13.52,22,0,Low,Rain,Rural,3.3,3,1.0,No Delay
4.7,6,4,Low,Clear,Suburban,0.6,1,0.0,No Delay
9.23,22,1,Medium,Clear,Urban,3.4,4,15.7,Severe Delay
11.53,1,6,Low,Clear,Urban,3.5,3,5.2,Moderate Delay
19.73,5,3,Low,Snow,Suburban,1.6,1,34.8,Severe Delay
17.55,17,0,Low,Clear,Suburban,3.2,0,39.8,Severe Delay
11.33,5,5,Medium,Clear,Rural,2.9,3,4.4,Moderate Delay
29.61,12,3,Low,Clear,Urban,1.7,3,7.3,Moderate Delay
18.57,18,3,Medium,Rain,Rural,2.6,3,45.8,Severe Delay
7.88,1,3,Low,Clear,Urban,4.6,3,5.0,Moderate Delay
3.95,11,2,Low,Clear,Rural,2.4,0,4.2,Moderate Delay
5.43,14,0,Medium,Fog,Rural,3.3,2,4.1,Moderate Delay
8.13,13,0,Low,Rain,Suburban,0.7,3,5.3,Moderate Delay
5.66,5,3,Low,Rain,Suburban,0.9,1,4.7,Moderate Delay
6.41,17,1,Low,Clear,Urban,0.9,2,11.1,Severe Delay
9.27,4,3,High,Clear,Urban,4.0,0,66.1,Severe Delay
6.03,17,2,Medium,Snow,Urban,2.1,4,42.8,Severe Delay
27.01,2,4,Low,Fog,Urban,1.5,0,89.8,Severe Delay
3.33,2,2,Low,Clear,Suburban,3.9,4,0.0,No Delay
16.21,21,1,High,Clear,Urban,1.3,1,65.6,Severe Delay
12.9,21,3,Medium,Clear,Rural,1.6,4,6.7,Moderate Delay
29.49,9,0,Medium,Clear,Urban,2.4,3,86.5,Severe Delay
4.25,18,6,Medium,Rain,Suburban,2.0,2,15.3,Severe Delay
12.54,2,5,Medium,Snow,Suburban,3.1,2,39.7,Severe Delay
29.11,11,3,Medium,Clear,Urban,2.0,3,47.1,Severe Delay
26.1,15,1,Medium,Clear,Urban,2.3,2,39.5,Severe Delay
24.7,16,0,Medium,Fog,Urban,4.4,0,147.8,Severe Delay
8.48,6,2,Low,Clear,Suburban,4.5,3,3.6,Moderate Delay
5.96,12,4,High,Snow,Suburban,4.2,3,39.0,Severe Delay
20.39,23,4,Medium,Rain,Urban,4.4,2,53.4,Severe Delay
27.95,1,6,Low,Snow,Rural,3.1,4,24.6,Severe Delay
17.15,3,3,High,Clear,Urban,3.4,1,64.4,Severe Delay
17.58,9,2,High,Clear,Suburban,3.0,4,89.5,Severe Delay
9.12,6,6,High,Clear,Urban,4.0,0,62.4,Severe Delay
23.32,23,5,High,Clear,Suburban,3.0,3,67.9,Severe Delay
6.42,16,5,High,Clear,Rural,1.0,3,14.7,Severe Delay
10.39,19,6,Low,Snow,Suburban,4.1,0,55.1,Severe Delay
13.34,5,1,High,Fog,Urban,3.9,1,94.3,Severe Delay
15.72,18,4,High,Rain,Urban,4.2,3,140.3,Severe Delay
8.03,4,2,Low,Clear,Rural,1.4,4,0.0,No Delay
4.33,9,3,Low,Rain,Urban,1.7,0,19.6,Severe Delay
18.71,8,0,High,Rain,Urban,1.8,3,167.2,Severe Delay
9.37,12,3,Low,Clear,Suburban,2.8,4,0.0,No Delay
17.86,18,3,High,Snow,Urban,1.1,0,367.6,Severe Delay
5.48,20,2,Low,Clear,Urban,2.2,0,6.9,Moderate Delay
14.95,23,4,Low,Clear,Rural,1.3,0,8.2,Moderate Delay
16.45,5,2,Medium,Clear,Urban,1.7,1,26.6,Severe Delay
2.5,3,0,Low,Rain,Urban,3.7,0,6.7,Moderate Delay
10.76,23,6,Medium,Rain,Suburban,4.3,2,24.2,Severe Delay
4.9,2,2,Medium,Clear,Rural,0.6,2,0.0,No Delay
2.84,2,1,Low,Clear,Urban,3.0,0,7.4,Moderate Delay
29.71,3,3,Low,Clear,Suburban,0.7,3,0.0,No Delay
10.35,4,4,Low,Clear,Suburban,0.9,2,0.0,No Delay
24.49,7,5,Low,Clear,Urban,3.7,4,32.2,Severe Delay
8.38,15,0,Medium,Clear,Urban,3.8,4,12.4,Severe Delay
20.76,21,5,Medium,Clear,Urban,4.2,3,36.2,Severe Delay
23.05,2,3,Low,Fog,Suburban,2.6,4,23.5,Severe Delay
18.27,23,2,Medium,Clear,Rural,4.4,3,8.7,Moderate Delay
14.68,11,5,Low,Rain,Urban,1.3,4,15.0,Severe Delay
12.94,7,1,Low,Clear,Rural,1.6,0,17.8,Severe Delay
11.12,12,2,Low,Clear,Suburban,1.1,4,1.8,No Delay
27.96,3,3,High,Clear,Urban,4.1,0,198.0,Severe Delay
25.09,13,5,High,Clear,Suburban,1.5,4,72.6,Severe Delay
28.99,13,6,High,Clear,Urban,1.2,4,117.6,Severe Delay
4.6,12,0,Low,Fog,Rural,3.3,4,1.5,No Delay
22.2,5,5,Low,Snow,Suburban,0.8,0,76.2,Severe Delay
28.21,16,6,Medium,Clear,Suburban,0.7,4,27.2,Severe Delay
6.26,3,6,Medium,Clear,Suburban,1.0,4,9.3,Moderate Delay
2.93,7,5,High,Snow,Suburban,0.5,1,31.6,Severe Delay
22.49,16,4,Low,Clear,Rural,3.6,0,7.8,Moderate Delay
17.66,2,5,Low,Rain,Suburban,3.0,2,9.6,Moderate Delay
25.41,16,3,Medium,Snow,Rural,1.4,3,60.7,Severe Delay
5.05,8,6,High,Snow,Suburban,1.5,1,55.0,Severe Delay
24.06,1,0,High,Clear,Urban,4.1,4,96.4,Severe Delay
6.85,12,3,Medium,Clear,Rural,2.8,2,2.0,No Delay
5.75,19,1,High,Clear,Suburban,3.6,2,30.7,Severe Delay
5.76,1,2,Medium,Fog,Suburban,2.5,4,13.3,Severe Delay
24.62,19,5,High,Snow,Rural,1.6,4,197.8,Severe Delay
20.29,10,4,High,Rain,Urban,4.9,1,122.7,Severe Delay
16.17,21,0,High,Rain,Urban,3.0,0,157.6,Severe Delay
11.41,14,4,Low,Rain,Urban,1.1,1,12.6,Severe Delay
26.44,10,4,Low,Rain,Suburban,2.3,0,49.3,Severe Delay
12.38,22,4,Medium,Fog,Rural,2.0,2,19.4,Severe Delay
24.68,2,5,Medium,Rain,Rural,1.5,3,30.1,Severe Delay
13.73,2,0,High,Clear,Urban,4.7,4,56.6,Severe Delay
11.93,11,0,Low,Clear,Suburban,4.5,1,0.0,No Delay
14.42,23,6,Low,Rain,Rural,1.4,2,0.5,No Delay
9.74,4,4,Medium,Clear,Suburban,2.1,1,7.1,Moderate Delay
22.68,19,6,Low,Clear,Urban,3.9,0,69.5,Severe Delay
15.58,6,6,Low,Fog,Suburban,1.4,4,7.6,Moderate Delay
7.73,6,2,Low,Rain,Rural,3.2,0,5.6,Moderate Delay
27.09,12,5,Medium,Snow,Rural,3.6,0,121.5,Severe Delay
12.13,8,5,Low,Clear,Suburban,3.4,0,21.4,Severe Delay
16.76,20,3,High,Rain,Rural,3.7,2,58.2,Severe Delay
27.29,12,6,Medium,Clear,Urban,3.7,4,41.9,Severe Delay
19.1,11,5,High,Snow,Urban,4.8,3,169.0,Severe Delay
4.39,12,4,Medium,Clear,Rural,2.1,1,4.3,Moderate Delay
28.26,23,1,Low,Rain,Urban,4.5,0,76.3,Severe Delay
19.2,9,4,Low,Rain,Urban,0.6,4,45.5,Severe Delay
10.71,0,0,Low,Clear,Urban,1.8,1,3.1,Moderate Delay
5.04,7,5,Medium,Snow,Suburban,0.7,4,25.4,Severe Delay
24.03,21,5,Low,Fog,Suburban,3.4,1,23.1,Severe Delay
18.98,15,3,Low,Clear,Urban,1.0,4,7.8,Moderate Delay
16.47,12,6,Medium,Clear,Rural,4.3,3,6.5,Moderate Delay
26.92,2,1,Low,Clear,Rural,3.4,4,0.0,No Delay
23.87,2,5,Low,Clear,Urban,0.6,4,11.7,Severe Delay
5.4,23,3,Medium,Fog,Urban,3.7,0,30.1,Severe Delay
10.04,4,3,High,Snow,Suburban,4.4,0,116.6,Severe Delay
8.21,10,1,Low,Clear,Suburban,3.5,0,9.9,Moderate Delay
